Klinikname,Gesamtzufriedenheit,Erfahrungsbericht
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"Ich war bei meinen Chirogen... Er wieß mich in dieses Krankenhaus ein, weil meine Abzessen DRINGEND mit Narkose Operiert werden sollten.Nach c.a 3 Stunden wartezeit kamen wir endlich zum Behandlungsraum. Ich hatte auf meinem Arm und auf meinem Bauch Abzessen. Im Behandlungsraum mussten wir wieder 20 minuten warten und danach kam ein ""ARZT"". Nach soviel Überlegungen.. Meinte er dass eine OP mit Narkose zu Umfangreich seie.. Und Operierte zunächst meinen Arm OHNE es zu Betäuben!!!!Und danach schickte er uns wieder ins Wartebereich. Dort warteten wir wieder eine halbe stunde bis endlich die Chefärztin uns ins Behandlungsraum reinholte.noch bevor sie durch die Tür kam sagte sie mir , ich solle meinen tshirt hochziehen.. Von WEITEM sagte sie: ""Da ist nichts ihr könnt wieder gehen"". Ich hatte übertriebene schmerzen... Sie gab mir übers wochenende nur 2 tabletten..Und Montag bin ich wieder zu meinen Chirogen gegangen..Er meinte dass sie Vollkommen falsch meinen Arm aufgeschnitten hätten, und schnitt nocheinmal in mein arm rein..  Und dann schickte er mich wieder zum Krankenhaus weil dass auf meinem Bauch mit NARKOSE entfernt werden sollte. Dies Gelingte den ""Ärzten"" diesmal wieder nicht. Sie waren wieder zu Faul. Trotz Termins Mussten wir.. 3 stunden warten bis eine Ärztin kam.. Mein Bauch war wegen abzessen entzündet, da bringt Eispray NICHtS. Ich habe während des OPs geschrien! Meine Oma konnte das geschreie nicht mehr ertragen und dann sank ihr kreislauf..  Erst gegen ende der OP bemerkte ICH es und rannte zur Flur weil ich dachte dass meine Oma Herzinfakt hatte.. Ich schrieee.. Die Ärzt waren statt  sich um meine oma zu kümmern oder andere Patienten draußen am flirten!!Als ich sagte meine oma gings nicht gut lachten sie mich aus! Und ins Wartezimmer durften Leute mit Kopftüchern auch nicht rein. Als ich anfing zu diskutieren warum andere leute mit 2 begleitpersonen reindurften und ihnen erzählte dass ich angst vor der OP habe, meinten sie es geht mich überhaubt nichts an ich seie kein kleines kind mehr( ich bin erst 17, die Leute im Wartezimmer waren älter). Und im Bericht stand eine Falsche aussage was ich nicht gesagt habe und was die bei mir nicht gemacht haben!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,Wir waren mit unserer fast drei Jahre alten Tochter zur Behandlung in der HNO-Abteilung. Die Behandlung beinhaltete eine Operation im Ohr  (paukenröhrchen) und eine abscharbung der Polypen. Unsere Tochter blieb nach dem Eingriff einen halben Tag in der Tagesklinik. Zuvor mussten wir uns bei der Anästhesie und beim HNO-Arzt im KH vorstellen. Wir hatten eine sehr gute Beratung durch die Ärzte und eine sehr liebevolle und empathische Betreuung durch die Schwestern und Helferinnen erfahren. Wir haben uns gut aufgehoben gefühlt.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,nein danke
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Eine sehr gut organisierte Klinik. Die Ärzte waren sowohl bei der Voruntersuchung, als auch bei meiner Operation (zweifacher Bruch der Speiche am Handgelenk)und der Nachsorge auf der Station 4 kompetent und zugewandt, das Pflegeteam war freundlich und fröhlich und hat damit den Aufenthalz zu einer angenehmen Zeit gestaltet. Die äusseren Umstände (Altbau, kleine Baumaßnahmen) waren einfach, aber absolut in Ordnung."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"Nie wieder Augenklinik Marienhospital Osnabrück!!!  Wir waren mit unserem 2,5 Jahre alten Kind zur angemeldeten, ambulanten OP bestellt (um 8:00 Uhr) und erlebten eine völlig unorganisierte Augenklinik. Niemand konnte uns innerhalb von 2 Stunden die genaue OP Zeit nennen. Mehr wollten wir gar nicht wissen. Unser Kind war ""nüchtern"" vom Abend vorher. Es stand auch noch keine Station fest zur Übernahme. Wir wurden nur von einem Arzt zum anderen geschickt. (3x Augenarzt, 1x Narkosearzt, mehrmals Arzthelferinnen und dann zur Station) . Endlich hieß es 11:00 Uhr OP. Nach Erhalt des Saftes zur Prämedikation um 10:15 Uhr ( ruhig werden/ einschlafen) war die OP erst um kurz vor 12:00 Uhr. Der Saft wirkte aber nunmehr seit 1 Stunde in die falsche Richtung und wir konnten unser schreiendes, gar hysterisches Kind kaum noch bändigen und waren nur darauf bedacht, dass es sich nicht noch zusätzlich verletzt.   Die OP verlief gut, mit gutem Verlauf. Fachlich also alles super!!  Eine andere Organisation und vor allem Kommunikation wäre toll gewesen.  Kein Problem, wenn die OP Zeit später gewesen wäre. Aber unser Kind hätte noch essen und trinken können und wir wären später wieder gekommen.  Vom Personal hörten wir, dass es immer mit der Augenklinik so schlecht läuft.  Somit waren wir unzufrieden und das gefiel dem Chefarzt so gar nicht! Dieses äußerte er uns gegenüber absolut unangemessen, respektlos und unprofessionell. Er hatte auch kein Interesse mehr unser Kind weiter zu behandeln. Wir mussten uns eine Alternative suchen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Sauberkeit, sehr gute Organisation, Freundlichkeit aller Mitarbeiter,  Da ich als Patient sehr schnell die Orientierung wegen der verschlungenen weiten Wege im Haus verliere, steht immer eine Person für Hol- und Bringedienst zur Verfügung. Mit der Verpflegung klappt es nicht immer (ist auch nicht möglich) Die Kurzzeit-Liege-Station finde ich sehr gut."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,das Personal ist sehr nett und kompetent. Man hat mir alle Wünsche so machbar erfüllt. Kann nichts nachteiliges Sagen.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich bin seit 4 Jahren Patient in der Kardiologie erst nur ambulant aber seit letzten Jahr Dezember auch stationär sowie im Januar und März man muss den Ärzten ich meine da katheterlabor und auf der kardiostaion ein riesenkomplimrnt aussprechen ,kompetent alles ging perfekt geplant über die Bühne auch die Nachsorge war perfekt jetzt egal ob in der zwischenintensiv oder auf der Station alles sehr sehr gut organisiert das kann Mann nur weiter empfehlen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Lieber spät als gar nicht! Letzte Woche lag ich auf der Station A 4, Zimmer 405 von Donnerstag bis Montag nach eine Achillessehnenriss OP. Es wird gesagt, dass die größte Art einen Mensch zu ehren ist, ihm zuzuhören!! Mir wurde die ganze Zeit zugehört und nichts war für das Team zu viel. Sie haben zwar ""nur"" ihren Job gemacht aber die Art und Weise, sowie ihre Fachkompetenz und Freundlichkeit war wirklich einfach klasse! Von der Raumpflegerin, die nur am Singen war, bis zum Ärtzteteam, sie können echt stolz auf ihrer Leistung sein. Das galt nicht nur fur das Personal tagsüber, sondern auch für die Nachtwachen(obwohl die Dame für 32 Patienten zuständig war!). Ich kann nur eins sagen: Ich freue mich wieder krankenhausreif zu sein, aber nur wenn ich in die Obhut dieses Teams kommen darf! Vielen Dank nochmals für die wunderbare Betreuung. Also Mr Qualitätsmanager, Herr Döhr, verlassen Sie bitte Ihr Büro und gehen Sie zu A 4, und sagen Sie in meinem Namen, THANK YOU!!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,2,"Nettes Personal, leider wird nicht besonders auf Desinfektion geachtet. Krankenhauskeime wir kommen. Erst wurde an einem Computer mit einer Maus geguckt ob meine Zimmernachbarin und ich Anti-Thrombose-Spritzen bekommen sollten, dann bekam sie ihre und ich meine Spritze und das alles ohne Handschuhe oder auch nur einmal Desinfektion der Hände der zuständigen Schwester. Jeden Tag kommt eine Putzfrau mit einem nicht sehr sauber aussehenden Lappen rein und wischt die Fensterbank, das Waschbecken im Zimmer und die Tische der Patienten ab. Danach leert sie die Mülleimer und legt dabei den Lappen auf den Rand des Mülleimers. Es wirkt nicht so als ob dieser Lappen jemals zwischendurch desinfiziert würde."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Kompetentes Team sowohl Ärzte als auch das Pflegepersonal. Zuvorkommend. Untersuchungen und Diagnose verständnisvoll vermittelt. DANKE. Wenn Krankenhaus wieder sein muß, dann hier."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,4,Ich lag schon 4 mal im Marienhospital in Osnabrück auf der 3. Etage wegen akuten Herzrhythmusstörungen. Die Pfleger sind alle sehr freundlich und hilfsbereit und bemühen sich den ganzen Anforderungen der Patienten gerecht zu werden. Vorallem auf der CPU Station! Der Oberarzt Dr. Milberg ist sehr engagiert und sympathisch. Dr. Ramtin ebenfalls! Das Essen schmeckt auch gut.  Das einzige was zu bemängeln ist? Dass an manchen Stellen Renovierungsbedarf herrscht aber beeinflusst ja nicht die Kompetenz der Mitarbeiter.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich bin seit heute Mittag, 31.12.2015, wieder zu Hause. ich habe Weihnachten gezwungenermassen im Marienhospital verbracht. Bevor ich hier eine eigene Bewertung abgegeben habe, habe ich mir die Erlebnisse der anderen ""Leidensgenossen und ´genossinen"" aufmerksam durchgelesen. Ich wurde, wie schon erwähnt, am 23.12.2015 um ca. 17.00 Uhr in dem Notfallaufnahme des Krankenhaus in der Nähe meines Wohnortes mit den Worten "" Wir sind Unfallchirugie. Was wollen Sie mit Rückenschmerzen hier? Fahren sie nach Osnabrück!"" weggeschickt. Wegen eines äußerst schmerzhaften Bandscheibenvorfalls am 7. Halswirbel fuhr mich meine Frau in die Notaufnahme des Marienhospitals. Ich hatte wohl Glück - und konnte sehr schnell in den Wartebereich durchgehen. Und wieder Glück - ein Neurochirog hatte Notdiemst. Schon die erste Medikamentierung in der Notaufnahme brachte die von mir so herbeigesehnte Schmerzlinderung. Ich wurde dann auf die Station M3 gebracht, weil man noch näher untersuchen wollte wie schlimm der Bandscheibenvorfall ist. Also Krankenhaus statt Weihnachtsfeier, war mir aber auch egal. Um die richtige Schmerzmitteldosierung zu finden, war der 25.12.2015 noch ein wenig unangenehm, aber das Pflegepersonal hatte für fast alle Wehwehchen eine Lösung, manchmal auch ganz unkonventionell! Zwischen den Jahren erfolgte eine MRT-Untersuchung und einige Gespräche mit verschiedenen Neurochirogen im Hause. Mir wurden unterschiedliche Behandlungsmöglichkeiten vorgestellt und erkärt. In Absprache mit den Ärzten entschied ich mich für die konservative Behandlungsmethode. Ich bekam eine Spritze in den Rücken, direkt an den Nerv. Das Ganze wird ambulant weitergeführt. Auch hierfür waren Termine und Absprachen nötig, die, soweit ich es mitbekommen habe, nahezu reibungslos geklappt haben. Mein Fazit - IMMER WIEDER! Einen ganz speziellen Dank zum Schluß an ALLE Pfelgekräfte im Marienhospital - von der Nachtschwester bis zur Praktikantin - und die Küche sollte hier auch nicht unerwähnt bleiben."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,von der Erstuntersuchung bis zur Entlassung alles ok
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,tolle und motivierte Pflegekräfte und kompetente Ärzte.Bin bestens zufrieden.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,Ich war im November 2015 kurzfristig stationär in der Klinik. Es war insgesamt eine angenehme und entspannte Atmosphäre.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ein ""kleiner Pickel"" im Genitalbereich und seine ""schnelle"" Entfernung  o h n e  Narkose. Da hätte ich zu Hause auch einen Eisbeutel auf- legen und einen ""kleinen Schnitt"" mit dem Kartoffelmesser setzen können. In der notärztl. Ambulanz war man nicht in der Lage, diesen ""Pickel"" zu entfernen, deshalb rüber zur OP ins Marienhospital. Dort wurde alles zur OP vorbereitet. Doch ohne Narkose mit etwas Eis- spray geht doch auch. Danke für diese super Schmerzen. Aber, daß soll ja so üblich sein. Ich würde diesem Schlachter auch mal gerne so operieren.Früher gab es zumindest ein Holzstück zum draufbeißen. Eine Erfahrung ohne gleic hen.  Passiert  n i e  wieder. Messer habe ich genug zu Hause."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich bin über die Fussambulanz stationär aufgenommen worden um meine Ulcus cruris Wunden unter Sedierung per Ultraschall zu reinigen.Ich lag auf Station M4 und muss hier deutlich sagen,das dort alle Schwestern,Pfleger und auch Ärzte eine super Arbeit machen.Mir wurde dort soviel Mut gemacht und alle hatten ein freundliches Wort über und man konnte auch mal einen Scherz machen.Die täglichen Visiten waren ausführlich und nach einem Zufallsbefund wurde eine komplette Diagnostik gemacht um die gefundenen Lungenembolien zu behandeln.Klar wenn man sucht findet man bestimmt was Negatives,Ich kann nichts schlechtes sagen.Besonders möchte Ich mich bei den Leuten in der Fussambulanz bedanken,dort sind alle nett und machen viel Mut, gerade wenn man unter Leidensdruck fast alle Hoffnungen schon verloren hatte. DANKE AN FRAU DOKTOR KOCH UND AN SCHWESTER ELKEFÜR DIE RÜCKGABE MEINER LEBENSQUALITÄT,!!!!!!!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Sowohl das Pflegepersonal, als auch das Ärzteteam begegneten mir als Patientin respektvoll und angemessen.  Insbesondere die Pflegerinnen auf der Station E 3 hatten immer ein offenes Ohr und waren bemüht, trotz des Pflegealltags- die Wünsche und Fragen der Patienten zu beantworten. Hervorheben möchte ich auch noch die wunderbare Maßnahmen der warmen Decken im Bereich des Herzkatheter Labors.   Weiter so!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Fühlte mich als Patient rundherum gut aufgehoben-medizinisch kompetent betreut und behandelt,pflegerisch sehr höflich, nett und aufmerksam imsorgt"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,Für mich die kompetentesten Ärzte in dem Fachgebiet. Fühlte mich dort sehr gut aufgehoben. Die Aufklärung sowie Durchführung der Therapie waren super! Mein besonderer Dank gilt Herrn Dr. Möllmann.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich wurde hier notoperiert wegen rupturierter Eileiterschwangerschaft. Nicht nur die OÄ, Assistenzärztin  und die anästhesiologische Ärztin waren höchst professionell, einfühlsam und kompetent, sondern sämtliches Pflegepersonal von der Anästhesieschwester bis zu ALLEN Stationsschwestern war ausgesprochen einfühlsam, verständnisvoll, hilfsbereit und freundlich. DANKE!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,nie wieder
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Bin am 11. Juni 2015 wegen einer Spinalkanalstenose operiert worden. 2 Jahre zuvor hat man mich im Clemenshospital Münster wegen meines insulinpflichtigen Diabetes als Hochrisikopatient abgelehnt! Da war ich aus der Sprechstunde mit Frau Prof. Dr. Schick genau so schnell wieder draußen, wie ich reingekommen bin. Im Marienhospital wurde ich durch den leitenden Oberarzt Dr. Frank Möllmann operiert. Ein ausgezeichneter Arzt, sowohl seine menschliche Ausstrahlung als auch seine offensichtliche medizinische Leistung und Kompetenz. Zu diesem Arzt habe ich unbedingtes Vertrauen. Da blieb es nicht aus, dass ich super zufrieden war. Von der Aufnahme über den stationären Aufenthalt von nur 5 Tagen bis zur Entlassung. Die befürchteten Wundheilungsstörungen blieben aus. Ergebnis: Anschließend konnte ich spontan ohne Gehhilfe und ohne Schmerzen laufen. Danke auch dem kompetenten Pflegepersonal auf der Station M5. Die waren ausnahmslos sehr nett und hilfsbereit. Ganz kleines Manko: Bei 38 Grad Außentemperatur hatte die Mini-Klimaanlage keine Kraft und im Zimmer war es unerträglich heiß, da man die Fenster nur ein wenig auf Kipp stellen konnte. Die Anschlussheilbehandlung (Reha) in der Parkklinik Bad Rothenfelde war notwendig und tat mir gut."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"Bei den Vorbereitungen zur OP wusste man nicht, welche Hand operiert werden sollte. Als ich sagte, rechts, wollte man sich aber in den Papieren vergewissern. Dort stand aber nichts. Als ich dann sagte, ich hätte ja ein  Röntgenbild mitgebracht, dort könne man es sicher sehen, versicherte man mir, dass kein Röntgenbild da sei. Man entschloss sich dann aber plötzlich, doch, die rechte Hand zu markieren. Dann begann man mit der Lokalanästhesie, die sehr schmerzhaft war und nicht klappte. Es musste dann doch eine Vollnarkose her, die ich natürlich nicht gewünscht hatte. Die Rückbildung der Lokalnarkose hat über 14 Stunden gedauert und war sehr unangenehm. Als ich den Prof. fragte, was da losgewesen sei, konnte er mir keine Antwort geben. Die Schwestern auf der Station waren, bis auf die Ausnahmen Schwester Verena und Pfleger Patrick, sehr unfreundlich und unmotiviert. Neben mir lag eine HNO-Patientin, die mir auch unglaubliche Stories erzählt hat. Wir brauchten beide Kühlschläuche, auf die wir mehrfach bis zu einer Stunde warten mussten. Bei der Entlassung ergab es sich, dass ich bei der Visite, die außergewöhnlich früh (um 8.45 Uhr) stattfand, im Bad war. Man wollte dann anschließend kommen. Nach einer Stunde bin ich raus und habe eine Schwester gefragt, ob man mich vergessen habe. Da meinte eine Schwester, der Arzt sei jetzt in der Notaufnahme und käme dann, wenn er Zeit hätte, rauf. Es sei schließlich  Sonnabend und er sei allein in der Notaufnahme. Ich fragte, ob ich nicht runtergehen könne, das Gespräch dauere ja höchstens zwei Minuten. Nein, nach Rücksprache war das nicht möglich. Um 11.45 Uhr kam dann das Mittagessen. Der Arzt ließ sich erst um 12.40 Uhr sehen. Ich durfte also 4 Stunden sitzen und warten, weil er nach der Visite keine zwei Minuten für mich hatte. Dieses Krankenhaus nie wieder!!"
